coaster,coasterLabel,parkLabel,makerLabel,materialLabel,heightM,lengthM,speedMS,opened,closed
http://www.wikidata.org/entity/Q319758,Schweizer Bobbahn,,Mack Rides GmbH & Co KG,,19,487,13.88888888888888889,1985-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q319758,Schweizer Bobbahn,,Mack Rides GmbH & Co KG,,19,487,13.88888888888888889,1985-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q323953,Alpenexpress Enzian,,Mack Rides GmbH & Co KG,,6,264,12.500000000000000001,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q323953,Alpenexpress Enzian,,Mack Rides GmbH & Co KG,,6,264,12.500000000000000001,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q323958,G’sengte Sau,,Maurer Söhne,,16,480,16.666666666666666668,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q323958,G’sengte Sau,,Gerstlauer Amusement Rides GmbH,,16,480,16.666666666666666668,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q329194,Mammut,,Gerstlauer Amusement Rides GmbH,,30,860,25.000000000000000002,2008-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q329194,Mammut,,Werner Stengel,,30,860,25.000000000000000002,2008-04-28T00:00:00Z,
http://www.wikidata.org/entity/Q443680,Wodan - Timburcoaster,,Great Coasters International,,40,1050,27.77777777777777778,2012-03-31T00:00:00Z,
http://www.wikidata.org/entity/Q451449,Expedition GeForce,Plopsaland Deutschland,Intamin Amusement Rides Int. Corp. Est.,,53,1220,33.333333333333333336,2001-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q466829,Euro-Mir,,Mack Rides GmbH & Co KG,,28,980,22.222222222222222224,1997-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q466829,Euro-Mir,,Mack Rides GmbH & Co KG,,28,980,22.222222222222222224,1997-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q477897,Blue Fire Megacoaster,,Mack Rides GmbH & Co KG,,38,1056,27.77777777777777778,2009-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q477897,Blue Fire Megacoaster,,Mack Rides GmbH & Co KG,,38,1056,27.77777777777777778,2009-04-04T00:00:00Z,
http://www.wikidata.org/entity/Q507026,Space Mountain,Disneyland Park,Vekoma Rides Manufacturing B.V.,,32,1000,19.66666666666666666824,1995-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q507026,Space Mountain,Disneyland Park,Werner Stengel,,32,1000,19.66666666666666666824,1995-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q507026,Space Mountain,Disneyland Park,Vekoma Rides Manufacturing B.V.,,32,1000,19.66666666666666666824,1995-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q507026,Space Mountain,Disneyland Park,Werner Stengel,,32,1000,19.66666666666666666824,1995-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q508159,Takabisha,,Gerstlauer Amusement Rides GmbH,,43,1004,27.77777777777777778,2011-07-16T00:00:00Z,
http://www.wikidata.org/entity/Q508159,Takabisha,,Gerstlauer Amusement Rides GmbH,,43,1004,27.77777777777777778,2011-07-16T00:00:00Z,
http://www.wikidata.org/entity/Q527688,Silver Star,,Bolliger & Mabillard,,73,1620,35.2777777777777777806,,
http://www.wikidata.org/entity/Q586556,Vogel Rok,Kaatsheuvel,Vekoma Rides Manufacturing B.V.,,20,643,18.055555555555555557,1998-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q586556,Vogel Rok,Efteling,Vekoma Rides Manufacturing B.V.,,20,643,18.055555555555555557,1998-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q586556,Vogel Rok,Kaatsheuvel,Vekoma Rides Manufacturing B.V.,,20,643,18.055555555555555557,1998-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q586556,Vogel Rok,Efteling,Vekoma Rides Manufacturing B.V.,,20,643,18.055555555555555557,1998-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q586556,Vogel Rok,Kaatsheuvel,Vekoma Rides Manufacturing B.V.,,20,643,18.055555555555555557,1998-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q586556,Vogel Rok,Efteling,Vekoma Rides Manufacturing B.V.,,20,643,18.055555555555555557,1998-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q586854,Tonnerre 2 Zeus,,Custom Coasters International,,33,1232,23.25000000000000000186,,
http://www.wikidata.org/entity/Q610172,Euthanasia Coaster,,,,510,7544,100.000000000000000008,,
http://www.wikidata.org/entity/Q636333,De Vliegende Hollander,Kaatsheuvel,Kumbak,,22.5,420,19.444444444444444446,2007-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q636333,De Vliegende Hollander,Efteling,Kumbak,,22.5,420,19.444444444444444446,2007-04-01T00:00:00Z,
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,200,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,200,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,210.0076134,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,200,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,200,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,200,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,200,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,210.0076134,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,200,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,200,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,200,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,200,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,210.0076134,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,200,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.5,200,32.18688,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
http://www.wikidata.org/entity/Q648978,Wicked Twister,,Intamin Amusement Rides Int. Corp. Est.,steel,65.532129,210.0076134,32.19444444444444444702,2002-05-05T00:00:00Z,2021-09-06T00:00:00Z
